,p_min,p_max,cosTheta_min,cosTheta_max,data_MC_ratio,data_MC_uncertainty_stat_up,data_MC_uncertainty_stat_dn,data_MC_uncertainty_sys_up,data_MC_uncertainty_sys_dn,data_efficiency,data_uncertainty_stat_up,data_uncertainty_stat_dn,data_uncertainty_sys_up,data_uncertainty_sys_dn,MC_efficiency,MC_uncertainty_stat_up,MC_uncertainty_stat_dn,MC_uncertainty_sys_up,MC_uncertainty_sys_dn,threshold,variable
39,2.1,2.5,0.8829,0.9563,1.1094620995947029,0.006810280862394983,0.006810280862394983,1.2983116828513275e-05,1.2983116828513275e-05,0.813482841773829,0.003619943828001384,0.003619943828001384,0.0009498116510280319,0.0009498116510280319,0.7332227410661455,0.003780047701483033,0.003780047701483033,0.004117782920620705,0.004117782920620705,0.9,kaonID
40,2.5,2.9000000000000004,-0.866,-0.682,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022605336251377164,0.00022602732855449842,0.00022602732855449842,7.232546089962867e-05,7.232546089962867e-05,0.9,kaonID
41,2.5,2.9000000000000004,-0.682,-0.4226,0.9978754843893656,0.012365255841968402,0.012365255841968402,0.00024760630990594557,0.00024760630990594557,0.35400944296092657,0.0032233926784515175,0.0032233926784515175,0.001551272818439753,0.001551272818439753,0.3547631427958741,0.0029679810859123625,0.0029679810859123625,0.011127544908162314,0.011127544908162314,0.9,kaonID
42,2.5,2.9000000000000004,-0.4226,-0.1045,0.9133165237766271,0.004084205422071032,0.004084205422071032,7.388122418661158e-05,7.388122418661158e-05,0.7716527608000414,0.0025247536000875706,0.0025247536000875706,0.0017642212318765838,0.0017642212318765838,0.8448908354457486,0.002065330257097222,0.002065330257097222,0.010501130269526593,0.010501130269526593,0.9,kaonID
43,2.5,2.9000000000000004,-0.1045,0.225,0.8706314687278424,0.005140656381927441,0.005140656381927441,0.00011436078271309658,0.00011436078271309658,0.62479230177873,0.0025576069766691167,0.0025576069766691167,0.001537703800549517,0.001537703800549517,0.7176311955409446,0.0022315154593978252,0.0022315154593978252,0.008697988082837393,0.008697988082837393,0.9,kaonID
44,2.5,2.9000000000000004,0.225,0.5,0.8011247565360725,0.006858889099652296,0.006858889099652296,0.00018174365697132266,0.00018174365697132266,0.4420005178267207,0.0024195318757318563,0.0024195318757318563,0.0008296128972530292,0.0008296128972530292,0.5517249519760891,0.0022801105861846092,0.0022801105861846092,0.006822675673859746,0.006822675673859746,0.9,kaonID
45,2.5,2.9000000000000004,0.5,0.766,0.8492309764222259,0.004625939848814568,0.004625939848814568,9.914208512451506e-05,9.914208512451506e-05,0.5795971918585789,0.0021366588403578853,0.0021366588403578853,0.0006978670853863278,0.0006978670853863278,0.6824965267993371,0.0019072536846276619,0.0019072536846276619,0.007117463282994007,0.007117463282994007,0.9,kaonID
46,2.5,2.9000000000000004,0.766,0.8829,0.9476917735772464,0.0048055334517439225,0.0048055334517439225,0.0002001791554752108,0.0002001791554752108,0.7259138025546111,0.002643471344918531,0.002643471344918531,0.0007998216346410958,0.0007998216346410958,0.765980905178177,0.002401819248766745,0.002401819248766745,0.007490876688148518,0.007490876688148518,0.9,kaonID
47,2.5,2.9000000000000004,0.8829,0.9563,1.0575407196431057,0.005896524877551108,0.005896524877551108,0.0004018578021554031,0.0004018578021554031,0.8423589178140235,0.003403976131157996,0.003403976131157996,0.0009956078473666308,0.0009956078473666308,0.7965262255795683,0.003420362699247534,0.003420362699247534,0.008316886199742357,0.008316886199742357,0.9,kaonID
48,2.9000000000000004,3.3000000000000003,-0.866,-0.682,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,kaonID
49,2.9000000000000004,3.3000000000000003,-0.682,-0.4226,0.9767966631908689,0.020178697738440252,0.020178697738440252,2.9431018325976055e-05,2.9431018325976055e-05,0.30971727270633564,0.004693094313305633,0.004693094313305633,0.0012879114825089522,0.0012879114825089522,0.31707445815241897,0.004225205725530199,0.004225205725530199,0.011516950950845149,0.011516950950845149,0.9,kaonID
50,2.9000000000000004,3.3000000000000003,-0.4226,-0.1045,0.8678674289810575,0.00647248885812342,0.00647248885812342,0.00011362466013431494,0.00011362466013431494,0.6934142093021078,0.0036756651051972904,0.0036756651051972904,0.0010880530373644781,0.0010880530373644781,0.7989863268820089,0.0029675002997205657,0.0029675002997205657,0.01164466417827792,0.01164466417827792,0.9,kaonID
51,2.9000000000000004,3.3000000000000003,-0.1045,0.225,0.8451865750554343,0.00756362898997879,0.00756362898997879,9.88651085765957e-05,9.88651085765957e-05,0.54188222464422,0.003281542676037858,0.003281542676037858,0.0009531910344654504,0.0009531910344654504,0.6411391764104617,0.002905393109797001,0.002905393109797001,0.009301679047513,0.009301679047513,0.9,kaonID
52,2.9000000000000004,3.3000000000000003,0.225,0.5,0.7513110480093838,0.010112468402990855,0.010112468402990855,0.0002538562975513692,0.0002538562975513692,0.32075576217341994,0.0026005873084234197,0.0026005873084234197,0.0007503442034783037,0.0007503442034783037,0.42692805200092543,0.0025802646178078575,0.0025802646178078575,0.006787974890072878,0.006787974890072878,0.9,kaonID
53,2.9000000000000004,3.3000000000000003,0.5,0.766,0.8086535508272987,0.00565881967105627,0.00565881967105627,5.963215630988561e-05,5.963215630988561e-05,0.49870395776134874,0.002259000296627451,0.002259000296627451,0.001194587078973408,0.001194587078973408,0.6167090433859421,0.0020916964247751665,0.0020916964247751665,0.009781149417070534,0.009781149417070534,0.9,kaonID
54,2.9000000000000004,3.3000000000000003,0.766,0.8829,0.9199887423304632,0.004935494798045948,0.004935494798045948,1.3768255891721815e-05,1.3768255891721815e-05,0.7060146549377264,0.002689420293392855,0.002689420293392855,0.0014391200379340054,0.0014391200379340054,0.7674166241961724,0.0024083138856505746,0.0024083138856505746,0.009336336662146616,0.009336336662146616,0.9,kaonID
55,2.9000000000000004,3.3000000000000003,0.8829,0.9563,1.0558279326504543,0.005691382772353072,0.005691382772353072,1.5821206430732815e-05,1.5821206430732815e-05,0.8550817462129997,0.0033162948012790258,0.0033162948012790258,0.0017377570012054866,0.0017377570012054866,0.8098684641411981,0.0033734053161861436,0.0033734053161861436,0.007788682347812492,0.007788682347812492,0.9,kaonID
56,3.3000000000000003,3.7,-0.866,-0.682,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,kaonID
57,3.3000000000000003,3.7,-0.682,-0.4226,0.9184968148885373,0.03814557241569115,0.03814557241569115,0.002132143573895462,0.002132143573895462,0.29452232293481206,0.008712805761057143,0.008712805761057143,0.0017943133869636751,0.0017943133869636751,0.3206568799811825,0.007722043992681755,0.007722043992681755,0.011244018844183412,0.011244018844183412,0.9,kaonID
58,3.3000000000000003,3.7,-0.4226,-0.1045,0.8296845198579051,0.011457786733751488,0.011457786733751488,0.0004172835330582547,0.0004172835330582547,0.6269786068219884,0.005974532891922683,0.005974532891922683,0.0009753784746981963,0.0009753784746981963,0.7556831443948925,0.004807796210367734,0.004807796210367734,0.014564320385092588,0.014564320385092588,0.9,kaonID
59,3.3000000000000003,3.7,-0.1045,0.225,0.7796893413171335,0.012307697709641172,0.012307697709641172,5.7037654216052225e-05,5.7037654216052225e-05,0.44489578510654665,0.004486841271771803,0.004486841271771803,0.000645958493093679,0.000645958493093679,0.5706064730280674,0.0040254718666200544,0.0040254718666200544,0.011581212335489477,0.011581212335489477,0.9,kaonID
60,3.3000000000000003,3.7,0.225,0.5,0.7604766379058816,0.012874459514591029,0.012874459514591029,5.625745581994135e-05,5.625745581994135e-05,0.320416286416559,0.003309527669542514,0.003309527669542514,0.0005109697071894459,0.0005109697071894459,0.42133613374223666,0.003238176633790646,0.003238176633790646,0.00568865829409676,0.00568865829409676,0.9,kaonID
61,3.3000000000000003,3.7,0.5,0.766,0.796914271511801,0.006348494219466599,0.006348494219466599,2.356113841284202e-05,2.356113841284202e-05,0.5144781643524984,0.002642383419707399,0.002642383419707399,0.0011107360357979212,0.0011107360357979212,0.645587841433054,0.002409038716567005,0.002409038716567005,0.010018007420121045,0.010018007420121045,0.9,kaonID
62,3.3000000000000003,3.7,0.766,0.8829,0.9157561500405841,0.005540668774448266,0.005540668774448266,8.465885268316153e-05,8.465885268316153e-05,0.6958229948999684,0.0029855746653703976,0.0029855746653703976,0.0019265725531182332,0.0019265725531182332,0.7598343673358144,0.002663630600730279,0.002663630600730279,0.011775696067479635,0.011775696067479635,0.9,kaonID
63,3.3000000000000003,3.7,0.8829,0.9563,1.036212202000932,0.0064541956741729955,0.0064541956741729955,0.0002036230715372067,0.0002036230715372067,0.8421489766161702,0.003821617611454031,0.003821617611454031,0.002917699646743266,0.002917699646743266,0.8127186448779271,0.0037299965077921583,0.0037299965077921583,0.013332584928486877,0.013332584928486877,0.9,kaonID
64,3.7,4.1,-0.866,-0.682,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,kaonID
65,3.7,4.1,-0.682,-0.4226,0.8784087508894705,0.12294747512771144,0.12294747512771144,0.008042746776835807,0.008042746776835807,0.30629003967843893,0.029425601001045784,0.029425601001045784,0.003980373709641105,0.003980373709641105,0.34868737289820007,0.026752384988779042,0.026752384988779042,0.005363122217001137,0.005363122217001137,0.9,kaonID
66,3.7,4.1,-0.4226,-0.1045,0.7666670014563772,0.027345880901737705,0.027345880901737705,0.00022370515190850426,0.00022370515190850426,0.5336314058294706,0.01230233722306199,0.01230233722306199,0.0009871892685160422,0.0009871892685160422,0.6960406601768079,0.01023701408924006,0.01023701408924006,0.008412217924444576,0.008412217924444576,0.9,kaonID
67,3.7,4.1,-0.1045,0.225,0.7852927218789201,0.021773517227850217,0.021773517227850217,0.00026460717356580066,0.00026460717356580066,0.3903181587514069,0.00692694517428475,0.00692694517428475,0.0006873898449953342,0.0006873898449953342,0.49703524288053685,0.006269994284295489,0.006269994284295489,0.010534162966929939,0.010534162966929939,0.9,kaonID
68,3.7,4.1,0.225,0.5,0.8170635376461933,0.016514636972761863,0.016514636972761863,6.852657161660058e-05,6.852657161660058e-05,0.3584465627288503,0.004713153733477244,0.004713153733477244,0.0003634120862808232,0.0003634120862808232,0.4387009653636822,0.00438353034264236,0.00438353034264236,0.005564950295741944,0.005564950295741944,0.9,kaonID
69,3.7,4.1,0.5,0.766,0.8232873848411945,0.007460343279782423,0.007460343279782423,0.00029863820894493465,0.00029863820894493465,0.5555626331660377,0.003341055230569998,0.003341055230569998,0.0010431949940356011,0.0010431949940356011,0.6748100886705574,0.0029791667219591597,0.0029791667219591597,0.009574178874275141,0.009574178874275141,0.9,kaonID
70,3.7,4.1,0.766,0.8829,0.9159357707645878,0.006703497111157246,0.006703497111157246,3.4571149277629054e-05,3.4571149277629054e-05,0.6833255572737049,0.0035328818482322985,0.0035328818482322985,0.0013200760820204493,0.0013200760820204493,0.7460409114749292,0.003183299050472007,0.003183299050472007,0.009187717475266366,0.009187717475266366,0.9,kaonID
71,3.7,4.1,0.8829,0.9563,1.0483100003149006,0.007999552745488228,0.007999552745488228,7.426225019258048e-05,7.426225019258048e-05,0.8248030210930759,0.00463095252867987,0.00463095252867987,0.0024682484807743155,0.0024682484807743155,0.78679304866434,0.004483265772317982,0.004483265772317982,0.012179068920026515,0.012179068920026515,0.9,kaonID
72,4.1,4.5,-0.866,-0.682,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,kaonID
73,4.1,4.5,-0.682,-0.4226,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.24355665287793746,0.30733138170390745,0.30733138170390745,0.0,0.0,0.9,kaonID
74,4.1,4.5,-0.4226,-0.1045,0.8528673460524518,0.10987583019580804,0.10987583019580804,0.004926511274033207,0.004926511274033207,0.539517379950533,0.047557329660567096,0.047557329660567096,0.004667397441008414,0.004667397441008414,0.6325923749428581,0.041494607180767765,0.041494607180767765,0.00694250877807212,0.00694250877807212,0.9,kaonID
